round,global_test_acc,global_test_loss,global_test_ce_loss,global_test_reg_loss,num_clients,aggregation_time,inference_time_sec,training_time_sec,f1_macro,f1_micro,precision_macro,recall_macro
0,70.24504084014002,0.7367961033222417,0.7339015418757079,0.002894562133071703,4,0.0,11.902795877000244,5475.317137738,0.6340257305568745,0.7024504084014003,0.8175763388359296,0.7066673543689437
1,94.1656942823804,0.21800947695309808,0.21473914170974612,0.0032703342826878317,4,0.0,5.474571656999615,2940.483663726,0.9399449664707249,0.941656942823804,0.9422191083623246,0.9391802103229205
2,96.14935822637106,0.12218136859399156,0.11894220708409714,0.0032391612488089634,4,0.0,5.58821406899915,2997.442010828001,0.9608764757135687,0.9614935822637106,0.9611007934213296,0.961587707108149
3,95.5659276546091,0.12336364806637325,0.12041140546807053,0.0029522442321924442,4,0.0,5.595273910000287,2996.041348363,0.9553651773703549,0.9556592765460911,0.9553050283194258,0.9562218039150094
4,97.66627771295217,0.06582004645602428,0.06297087360742908,0.002849173233023863,4,0.0,5.56454324599963,2988.745353726,0.975949819630662,0.9766627771295215,0.9757862220477984,0.976153408322391
5,98.13302217036173,0.05706363460407652,0.05449064275904047,0.002572991743699029,4,0.0,5.466102250000404,2988.408497028001,0.9807829633070795,0.9813302217036173,0.9806496931338703,0.9809429207023755
6,97.0828471411902,0.08167888288458977,0.07914276448890237,0.0025361194522549313,4,0.0,5.500985660000879,3000.371348283,0.9702129425305936,0.970828471411902,0.9706027481028638,0.9708964348886622
7,98.4830805134189,0.05078948718629334,0.048446882903019496,0.002342603969753936,4,0.0,5.579032906000066,3006.5655075840004,0.9844833707314457,0.9848308051341891,0.9843879560870503,0.9846809651622564
8,98.13302217036173,0.048890096095228694,0.0467245819714342,0.0021655140344114363,4,0.0,5.873498042999927,3010.4776532350006,0.9810162115752064,0.9813302217036173,0.9808554471909888,0.9813007423460275
9,97.78296382730456,0.06904710178962249,0.06703370464411472,0.002013396519147155,4,0.0,5.229805094000767,2947.1130173150013,0.9767676791551699,0.9778296382730455,0.9776043226514924,0.9769748295263523
