round,client_id,train_loss,train_acc,train_ce_loss,train_reg_loss,num_samples,train_time_sec,class_distribution
0,0,1.3890996934930808,66.97782963827305,,,969,1142.4363514299998,{}
0,1,0.7675971082099816,74.44574095682613,,,973,1139.46542034,{}
0,2,0.3291716863908734,89.03150525087514,,,969,1143.677621883,{}
0,3,0.4352428329936821,86.93115519253209,,,972,1138.0998875999999,{}
0,4,0.48932488281779696,83.8973162193699,,,972,1141.5211265870003,{}
1,0,0.715759842301194,77.36289381563594,,,969,672.796380236,{}
1,1,0.9916077701324899,71.17852975495916,,,969,675.5416472809998,{}
1,2,0.5722823661242371,84.13068844807468,,,972,676.8933366709998,{}
1,3,0.43619357688458965,84.94749124854143,,,972,680.4687734199997,{}
1,4,0.4700899920844698,86.58109684947492,,,973,684.820220909,{}
2,0,0.2720090283500411,91.36522753792299,,,973,670.350551339,{}
2,1,0.28583356266886933,90.54842473745624,,,972,676.1536470830001,{}
2,2,0.23372995324841458,91.83197199533255,,,969,677.0002781600001,{}
2,3,0.3092722075544689,91.0151691948658,,,969,676.8890012439997,{}
2,4,0.5726449399873562,82.3803967327888,,,972,682.0547305659998,{}
3,0,0.2458607136351225,94.04900816802801,,,969,666.3185495920002,{}
3,1,0.2502514627808868,91.71528588098016,,,969,672.782390673,{}
3,2,0.8732906426265054,76.19603267211203,,,973,673.0325247459996,{}
3,3,0.29763432551292723,89.38156359393233,,,972,679.429056301,{}
3,4,1.3138543537088703,67.79463243873978,,,972,680.0187423020002,{}
4,0,0.23527389914319005,92.29871645274213,,,972,673.0554454150006,{}
4,1,0.23454467974855295,92.6487747957993,,,973,676.9175734600003,{}
4,2,0.26776659219170396,92.6487747957993,,,969,679.8781054539995,{}
4,3,0.35093617929599946,89.61493582263711,,,969,677.5165504489996,{}
4,4,0.936065091483095,75.02917152858811,,,972,680.9957968199997,{}
5,0,0.47443779047617696,87.39789964994166,,,973,670.0641249179998,{}
5,1,0.24239052500023725,92.53208868144691,,,972,673.4537280679997,{}
5,2,0.22142949755995806,92.41540256709452,,,972,675.1335148640001,{}
5,3,0.41364342083800215,89.7316219369895,,,969,676.2118415940004,{}
5,4,0.22284944827560782,93.46557759626604,,,969,681.186152669,{}
6,0,0.5953805940606074,86.11435239206534,,,972,660.0280015359995,{}
6,1,0.16168084201623567,95.09918319719954,,,969,675.2229842770003,{}
6,2,0.21905837356696467,92.76546091015169,,,973,677.1594747099998,{}
6,3,0.4747561407617816,84.01400233372229,,,972,678.9941046439999,{}
6,4,0.1753533025605815,94.04900816802801,,,969,681.4856622480002,{}
7,0,0.5862966147506807,82.49708284714119,,,969,666.730299762,{}
7,1,0.4091326930715573,90.19836639439906,,,969,671.2590870100003,{}
7,2,0.7917369007716518,83.31388564760793,,,972,678.2550594450004,{}
7,3,0.3083207764105313,89.61493582263711,,,972,679.532233121,{}
7,4,0.40368113392918364,89.03150525087514,,,973,679.3375884500001,{}
8,0,0.3593904892441272,89.26487747957992,,,969,668.4843891089995,{}
8,1,0.17698577679302477,94.28238039673279,,,969,674.0785481579996,{}
8,2,0.28632448950962813,91.71528588098016,,,972,677.1958725140003,{}
8,3,0.16482930650875893,94.1656942823804,,,972,677.7001871599996,{}
8,4,0.5311012066674692,88.098016336056,,,973,681.5282137599997,{}
9,0,0.18755569496130095,94.39906651108518,,,972,667.4525253299998,{}
9,1,0.2559500581116493,91.36522753792299,,,973,673.3428886920001,{}
9,2,0.20588616284355957,93.46557759626604,,,972,677.5130867749995,{}
9,3,0.17640643326028782,94.04900816802801,,,969,678.4484790300003,{}
9,4,0.17915053054464322,94.74912485414235,,,969,682.6684361809994,{}
